t,x,series_name,noise_level
0,0.0125936182606,logistic_noise_moderate,moderate
1,0,logistic_noise_moderate,moderate
2,0.0665419577513,logistic_noise_moderate,moderate
3,0.205384304307,logistic_noise_moderate,moderate
4,0.683857595935,logistic_noise_moderate,moderate
5,0.87161066127,logistic_noise_moderate,moderate
6,0.463326764865,logistic_noise_moderate,moderate
7,1,logistic_noise_moderate,moderate
8,0.0381199855917,logistic_noise_moderate,moderate
9,0.191456014633,logistic_noise_moderate,moderate
10,0.648600097382,logistic_noise_moderate,moderate
11,0.913126678593,logistic_noise_moderate,moderate
12,0.276434005085,logistic_noise_moderate,moderate
13,0.793291963966,logistic_noise_moderate,moderate
14,0.65043155633,logistic_noise_moderate,moderate
15,0.925843953672,logistic_noise_moderate,moderate
16,0.320375907653,logistic_noise_moderate,moderate
17,0.847528528923,logistic_noise_moderate,moderate
18,0.532503125423,logistic_noise_moderate,moderate
19,1,logistic_noise_moderate,moderate
20,0,logistic_noise_moderate,moderate
21,0.0535023383024,logistic_noise_moderate,moderate
22,0.204503778949,logistic_noise_moderate,moderate
23,0.623217381211,logistic_noise_moderate,moderate
24,0.971349415658,logistic_noise_moderate,moderate
25,0.189203688786,logistic_noise_moderate,moderate
26,0.541348190737,logistic_noise_moderate,moderate
27,1,logistic_noise_moderate,moderate
28,0.0476068099772,logistic_noise_moderate,moderate
29,0.14936358044,logistic_noise_moderate,moderate
30,0.437303455988,logistic_noise_moderate,moderate
31,1,logistic_noise_moderate,moderate
32,0.0836870618049,logistic_noise_moderate,moderate
33,0.259294381396,logistic_noise_moderate,moderate
34,0.771581693974,logistic_noise_moderate,moderate
35,0.735869747518,logistic_noise_moderate,moderate
36,0.819951989941,logistic_noise_moderate,moderate
37,0.569678010954,logistic_noise_moderate,moderate
38,0.981894139019,logistic_noise_moderate,moderate
39,0.100053020286,logistic_noise_moderate,moderate
40,0.325785689898,logistic_noise_moderate,moderate
41,0.89602511875,logistic_noise_moderate,moderate
42,0.372222019437,logistic_noise_moderate,moderate
43,0.892532353665,logistic_noise_moderate,moderate
44,0.30147580477,logistic_noise_moderate,moderate
45,0.83271848526,logistic_noise_moderate,moderate
46,0.569955595784,logistic_noise_moderate,moderate
47,0.937989829983,logistic_noise_moderate,moderate
48,0.146358701006,logistic_noise_moderate,moderate
49,0.482103665071,logistic_noise_moderate,moderate
50,0.989673505734,logistic_noise_moderate,moderate
51,0.0224822119593,logistic_noise_moderate,moderate
52,0.0430306090053,logistic_noise_moderate,moderate
53,0.125455779411,logistic_noise_moderate,moderate
54,0.429316208101,logistic_noise_moderate,moderate
55,0.977304845683,logistic_noise_moderate,moderate
56,0.083280461724,logistic_noise_moderate,moderate
57,0.224897758607,logistic_noise_moderate,moderate
58,0.678396827629,logistic_noise_moderate,moderate
59,0.882540078462,logistic_noise_moderate,moderate
60,0.446310476785,logistic_noise_moderate,moderate
61,1,logistic_noise_moderate,moderate
62,0.0497551457589,logistic_noise_moderate,moderate
63,0.12233831715,logistic_noise_moderate,moderate
64,0.502451927598,logistic_noise_moderate,moderate
65,1,logistic_noise_moderate,moderate
66,0,logistic_noise_moderate,moderate
67,0,logistic_noise_moderate,moderate
68,0.0252151702452,logistic_noise_moderate,moderate
69,0.0125197792715,logistic_noise_moderate,moderate
70,0.027798325575,logistic_noise_moderate,moderate
71,0.0387168598506,logistic_noise_moderate,moderate
72,0.170697489499,logistic_noise_moderate,moderate
73,0.490202114166,logistic_noise_moderate,moderate
74,1,logistic_noise_moderate,moderate
75,0,logistic_noise_moderate,moderate
76,0,logistic_noise_moderate,moderate
77,0.0611614370415,logistic_noise_moderate,moderate
78,0.145261323614,logistic_noise_moderate,moderate
79,0.402672649103,logistic_noise_moderate,moderate
80,0.974738280488,logistic_noise_moderate,moderate
81,0.1008040633,logistic_noise_moderate,moderate
82,0.390108651565,logistic_noise_moderate,moderate
83,0.906217271645,logistic_noise_moderate,moderate
84,0.279485960785,logistic_noise_moderate,moderate
85,0.792436859507,logistic_noise_moderate,moderate
86,0.636161123347,logistic_noise_moderate,moderate
87,0.930172893049,logistic_noise_moderate,moderate
88,0.23799672143,logistic_noise_moderate,moderate
89,0.817391121269,logistic_noise_moderate,moderate
90,0.653561317139,logistic_noise_moderate,moderate
91,0.953372266364,logistic_noise_moderate,moderate
92,0.335907949024,logistic_noise_moderate,moderate
93,0.940415951737,logistic_noise_moderate,moderate
94,0.295021819873,logistic_noise_moderate,moderate
95,0.812356674555,logistic_noise_moderate,moderate
96,0.596516627047,logistic_noise_moderate,moderate
97,0.975472440426,logistic_noise_moderate,moderate
98,0.123676246318,logistic_noise_moderate,moderate
99,0.43568900933,logistic_noise_moderate,moderate
100,0.994303525576,logistic_noise_moderate,moderate
101,0.0420370821164,logistic_noise_moderate,moderate
102,0.174928802469,logistic_noise_moderate,moderate
103,0.616438071863,logistic_noise_moderate,moderate
104,0.936124381566,logistic_noise_moderate,moderate
105,0.277219798925,logistic_noise_moderate,moderate
106,0.800600682711,logistic_noise_moderate,moderate
107,0.682878224121,logistic_noise_moderate,moderate
108,0.820704655976,logistic_noise_moderate,moderate
109,0.530551949804,logistic_noise_moderate,moderate
110,1,logistic_noise_moderate,moderate
111,0.0422168026856,logistic_noise_moderate,moderate
112,0.074361058117,logistic_noise_moderate,moderate
113,0.300269069901,logistic_noise_moderate,moderate
114,0.826406285425,logistic_noise_moderate,moderate
115,0.645773300187,logistic_noise_moderate,moderate
116,0.934737125512,logistic_noise_moderate,moderate
117,0.213828380515,logistic_noise_moderate,moderate
118,0.6933132684,logistic_noise_moderate,moderate
119,0.905295898885,logistic_noise_moderate,moderate
120,0.441109743834,logistic_noise_moderate,moderate
121,0.989560965622,logistic_noise_moderate,moderate
122,0.0732480121892,logistic_noise_moderate,moderate
123,0.254840157542,logistic_noise_moderate,moderate
124,0.77128444581,logistic_noise_moderate,moderate
125,0.706766262542,logistic_noise_moderate,moderate
126,0.774536876375,logistic_noise_moderate,moderate
127,0.651652342475,logistic_noise_moderate,moderate
128,0.946126503521,logistic_noise_moderate,moderate
129,0.284148984917,logistic_noise_moderate,moderate
130,0.823259085234,logistic_noise_moderate,moderate
131,0.568526613725,logistic_noise_moderate,moderate
132,0.998216835923,logistic_noise_moderate,moderate
133,0.00409866536875,logistic_noise_moderate,moderate
134,0.0710134629297,logistic_noise_moderate,moderate
135,0.285135358375,logistic_noise_moderate,moderate
136,0.802092088694,logistic_noise_moderate,moderate
137,0.652333794966,logistic_noise_moderate,moderate
138,0.903771755391,logistic_noise_moderate,moderate
139,0.325160158827,logistic_noise_moderate,moderate
140,0.887181143463,logistic_noise_moderate,moderate
141,0.361031220453,logistic_noise_moderate,moderate
142,0.888358477371,logistic_noise_moderate,moderate
143,0.356189075739,logistic_noise_moderate,moderate
144,0.942594661071,logistic_noise_moderate,moderate
145,0.258941590384,logistic_noise_moderate,moderate
146,0.739183950164,logistic_noise_moderate,moderate
147,0.782324906779,logistic_noise_moderate,moderate
148,0.674050931125,logistic_noise_moderate,moderate
149,0.874042373217,logistic_noise_moderate,moderate
150,0.421755152167,logistic_noise_moderate,moderate
151,0.968806479604,logistic_noise_moderate,moderate
152,0.107917949933,logistic_noise_moderate,moderate
153,0.439585542076,logistic_noise_moderate,moderate
154,0.980429915556,logistic_noise_moderate,moderate
155,0.0584297131095,logistic_noise_moderate,moderate
156,0.297369358951,logistic_noise_moderate,moderate
157,0.858514582431,logistic_noise_moderate,moderate
158,0.570565596745,logistic_noise_moderate,moderate
159,0.955823539453,logistic_noise_moderate,moderate
160,0.141254516807,logistic_noise_moderate,moderate
161,0.40620570968,logistic_noise_moderate,moderate
162,0.986563654609,logistic_noise_moderate,moderate
163,0.156559726912,logistic_noise_moderate,moderate
164,0.466843965726,logistic_noise_moderate,moderate
165,0.994832429513,logistic_noise_moderate,moderate
166,0.0042257558702,logistic_noise_moderate,moderate
167,0.0365562110236,logistic_noise_moderate,moderate
168,0.236080843506,logistic_noise_moderate,moderate
169,0.72408933137,logistic_noise_moderate,moderate
170,0.777546409071,logistic_noise_moderate,moderate
171,0.652384939055,logistic_noise_moderate,moderate
172,0.931181062959,logistic_noise_moderate,moderate
173,0.364554682105,logistic_noise_moderate,moderate
174,0.904207471716,logistic_noise_moderate,moderate
175,0.328768449808,logistic_noise_moderate,moderate
176,0.841820352933,logistic_noise_moderate,moderate
177,0.488976936973,logistic_noise_moderate,moderate
178,1,logistic_noise_moderate,moderate
179,0,logistic_noise_moderate,moderate
180,0.00787297733894,logistic_noise_moderate,moderate
181,0.0639118331505,logistic_noise_moderate,moderate
182,0.239700200876,logistic_noise_moderate,moderate
183,0.728870127024,logistic_noise_moderate,moderate
184,0.841986969109,logistic_noise_moderate,moderate
185,0.556871083663,logistic_noise_moderate,moderate
186,1,logistic_noise_moderate,moderate
187,0.0207884959694,logistic_noise_moderate,moderate
188,0.12890384441,logistic_noise_moderate,moderate
189,0.558037547932,logistic_noise_moderate,moderate
190,0.967274130144,logistic_noise_moderate,moderate
191,0.0265979410715,logistic_noise_moderate,moderate
192,0.0861175543882,logistic_noise_moderate,moderate
193,0.362362734652,logistic_noise_moderate,moderate
194,0.898035572676,logistic_noise_moderate,moderate
195,0.352759161236,logistic_noise_moderate,moderate
196,0.95324205236,logistic_noise_moderate,moderate
197,0.285241757125,logistic_noise_moderate,moderate
198,0.874422721754,logistic_noise_moderate,moderate
199,0.50211311262,logistic_noise_moderate,moderate
200,1,logistic_noise_moderate,moderate
201,0.0138478001435,logistic_noise_moderate,moderate
202,0.124056630412,logistic_noise_moderate,moderate
203,0.329021425012,logistic_noise_moderate,moderate
204,0.918780976333,logistic_noise_moderate,moderate
205,0.363389800547,logistic_noise_moderate,moderate
206,0.942850507677,logistic_noise_moderate,moderate
207,0.280960915634,logistic_noise_moderate,moderate
208,0.761064654039,logistic_noise_moderate,moderate
209,0.664534916021,logistic_noise_moderate,moderate
210,0.841267037422,logistic_noise_moderate,moderate
211,0.481818372435,logistic_noise_moderate,moderate
212,0.983888181762,logistic_noise_moderate,moderate
213,0.0188216106988,logistic_noise_moderate,moderate
214,0.0302993802749,logistic_noise_moderate,moderate
215,0.0183872907558,logistic_noise_moderate,moderate
216,0.107230524001,logistic_noise_moderate,moderate
217,0.383509807486,logistic_noise_moderate,moderate
218,0.937155251345,logistic_noise_moderate,moderate
219,0.235492710176,logistic_noise_moderate,moderate
220,0.643618046024,logistic_noise_moderate,moderate
221,0.864138366409,logistic_noise_moderate,moderate
222,0.434718083146,logistic_noise_moderate,moderate
223,1,logistic_noise_moderate,moderate
224,0.0663230209598,logistic_noise_moderate,moderate
225,0.22134504011,logistic_noise_moderate,moderate
226,0.734281399347,logistic_noise_moderate,moderate
227,0.780965723563,logistic_noise_moderate,moderate
228,0.598828147396,logistic_noise_moderate,moderate
229,0.946916460772,logistic_noise_moderate,moderate
230,0.256233138496,logistic_noise_moderate,moderate
231,0.741335555594,logistic_noise_moderate,moderate
232,0.75920429485,logistic_noise_moderate,moderate
233,0.723556323569,logistic_noise_moderate,moderate
234,0.820294586838,logistic_noise_moderate,moderate
235,0.594118894354,logistic_noise_moderate,moderate
236,0.965131877003,logistic_noise_moderate,moderate
237,0.14603217486,logistic_noise_moderate,moderate
238,0.530667507876,logistic_noise_moderate,moderate
239,0.998240952876,logistic_noise_moderate,moderate
240,0.0425489465341,logistic_noise_moderate,moderate
241,0,logistic_noise_moderate,moderate
242,0.107870520461,logistic_noise_moderate,moderate
243,0.413874470903,logistic_noise_moderate,moderate
244,0.937283287617,logistic_noise_moderate,moderate
245,0.20913838625,logistic_noise_moderate,moderate
246,0.686381477749,logistic_noise_moderate,moderate
247,0.873581398051,logistic_noise_moderate,moderate
248,0.45342666122,logistic_noise_moderate,moderate
249,0.977646198694,logistic_noise_moderate,moderate
250,0.0190405971075,logistic_noise_moderate,moderate
251,0.0156710437711,logistic_noise_moderate,moderate
252,0.0853474414894,logistic_noise_moderate,moderate
253,0.192160729702,logistic_noise_moderate,moderate
254,0.614374136088,logistic_noise_moderate,moderate
255,0.895461457031,logistic_noise_moderate,moderate
256,0.259478312132,logistic_noise_moderate,moderate
257,0.780982154585,logistic_noise_moderate,moderate
258,0.709530088295,logistic_noise_moderate,moderate
259,0.852224515161,logistic_noise_moderate,moderate
260,0.549577256071,logistic_noise_moderate,moderate
261,1,logistic_noise_moderate,moderate
262,0.0161811807682,logistic_noise_moderate,moderate
263,0.0140931656522,logistic_noise_moderate,moderate
264,0.100951166732,logistic_noise_moderate,moderate
265,0.280538858686,logistic_noise_moderate,moderate
266,0.860969918528,logistic_noise_moderate,moderate
267,0.434628335761,logistic_noise_moderate,moderate
268,0.996142610238,logistic_noise_moderate,moderate
269,0.0101497356918,logistic_noise_moderate,moderate
270,0.0392445763891,logistic_noise_moderate,moderate
271,0.166581785759,logistic_noise_moderate,moderate
272,0.544976226609,logistic_noise_moderate,moderate
273,0.983896352952,logistic_noise_moderate,moderate
274,0.0567742221257,logistic_noise_moderate,moderate
275,0.251452908679,logistic_noise_moderate,moderate
276,0.705422334745,logistic_noise_moderate,moderate
277,0.835620290453,logistic_noise_moderate,moderate
278,0.568856330051,logistic_noise_moderate,moderate
279,0.96269406115,logistic_noise_moderate,moderate
280,0.0909971637017,logistic_noise_moderate,moderate
281,0.392516309836,logistic_noise_moderate,moderate
282,0.956530876083,logistic_noise_moderate,moderate
283,0.269599603654,logistic_noise_moderate,moderate
284,0.795115519966,logistic_noise_moderate,moderate
285,0.71642354192,logistic_noise_moderate,moderate
286,0.808852115328,logistic_noise_moderate,moderate
287,0.601366667317,logistic_noise_moderate,moderate
